IdLineaPunto	IdLineaRuta	IdPunto	Orden	Latitud	Longitud	Distancia	Tiempo
86	1	1766	86	-17,782792	-63,170335	0	0
87	1	1718	87	-17,782882	-63,171189	91,1	0,27
88	1	1719	88	-17,782936	-63,171782	63,16	0,19
89	1	1996	89	-17,782795	-63,172136	40,65	0,12
90	1	1711	90	-17,782451	-63,172197	38,62	0,12
91	1	1706	91	-17,781988	-63,172276	51,92	0,16
92	1	1761	92	-17,780853	-63,172419	126,53	0,38
93	1	1712	93	-17,780187	-63,172513	74,38	0,22
94	1	1795	94	-17,779521	-63,172609	74,41	0,22
95	1	715	95	-17,779421	-63,172831	26,01	0,08
96	1	1275	96	-17,779694	-63,173995	127,07	0,38
97	1	1457	97	-17,779851	-63,174992	107,14	0,32
98	1	1456	98	-17,780134	-63,176729	186,83	0,56
99	1	1256	99	-17,780287	-63,177664	100,58	0,3
100	1	1814	100	-17,780457	-63,17877	118,77	0,36
101	1	1790	101	-17,781499	-63,178509	118,6	0,36
102	1	1687	102	-17,782498	-63,178337	112,06	0,34
103	1	1670	103	-17,783533	-63,178252	114,91	0,34
104	1	1669	104	-17,784542	-63,178153	112,17	0,34
105	1	1671	105	-17,78538	-63,178014	93,91	0,28
106	1	1783	106	-17,786312	-63,177796	105,71	0,32
107	1	1684	107	-17,786529	-63,17884	113,27	0,34
108	1	1349	108	-17,786742	-63,180125	138,28	0,41
109	1	1455	109	-17,786915	-63,181232	118,93	0,36
110	1	1454	110	-17,787091	-63,182301	115,01	0,35
111	1	1271	111	-17,787249	-63,183332	110,71	0,33
112	1	1785	112	-17,78739	-63,184373	111,48	0,33
113	1	1832	113	-17,787582	-63,185345	105,23	0,32
114	1	1699	114	-17,787741	-63,186242	96,72	0,29
115	1	1722	115	-17,787795	-63,18644	21,83	0,07
116	1	1749	116	-17,787892	-63,186668	26,45	0,08
117	1	1727	117	-17,78812	-63,187282	69,82	0,21
118	1	1833	118	-17,788624	-63,187739	73,89	0,22
119	1	1831	119	-17,788777	-63,18791	24,81	0,07
120	1	2042	120	-17,789441	-63,187715	76,34	0,23
121	1	2043	121	-17,789529	-63,187634	12,99	0,04
122	1	1805	122	-17,789776	-63,187556	28,56	0,09
123	1	1803	123	-17,790604	-63,187434	92,55	0,28
124	1	1809	124	-17,791654	-63,187289	117,22	0,35
125	1	1806	125	-17,791769	-63,187274	12,83	0,04
126	1	1895	126	-17,792258	-63,187208	54,57	0,16
127	1	1804	127	-17,792977	-63,187107	80,29	0,24
128	1	1892	128	-17,793126	-63,187101	16,5	0,05
129	1	1891	129	-17,793205	-63,187171	11,47	0,03
130	1	1890	130	-17,793354	-63,187424	31,49	0,09
131	1	19	131	-17,793855	-63,188001	82,57	0,25
323	2	1888	97	-17,794736	-63,188725	0	0
324	2	1889	98	-17,793736	-63,187611	161,87	0,49
325	2	2278	99	-17,793495	-63,187344	38,9	0,12
326	2	1830	100	-17,793408	-63,187153	22,42	0,07
327	2	1829	101	-17,793487	-63,18704	14,83	0,04
328	2	1828	102	-17,793375	-63,186783	29,94	0,09
329	2	1893	103	-17,793185	-63,186796	21,07	0,06
330	2	1894	104	-17,793071	-63,186873	15,03	0,05
331	2	1801	105	-17,792233	-63,186996	93,66	0,28
332	2	1896	106	-17,791643	-63,187061	65,66	0,2
333	2	1802	107	-17,790455	-63,187233	132,74	0,4
334	2	1897	108	-17,789761	-63,187347	77,76	0,23
335	2	723	109	-17,789356	-63,187411	45,34	0,14
336	2	1755	110	-17,789103	-63,186398	111	0,33
337	2	1810	111	-17,788808	-63,18514	137,32	0,41
338	2	1352	112	-17,788572	-63,184187	104,37	0,31
339	2	1270	113	-17,788338	-63,18317	110,9	0,33
340	2	1458	114	-17,788132	-63,182164	109,08	0,33
341	2	1470	115	-17,78787	-63,181086	117,92	0,35
342	2	1348	116	-17,787589	-63,180041	115,08	0,35
343	2	1672	117	-17,78724	-63,178686	148,77	0,45
344	2	1784	118	-17,786982	-63,177644	114,12	0,34
345	2	1274	119	-17,786765	-63,176743	98,51	0,3
346	2	1654	120	-17,786001	-63,176877	85,74	0,26
347	2	1273	121	-17,785223	-63,177004	87,15	0,26
348	2	1272	122	-17,78446	-63,177101	85,07	0,26
349	2	1255	123	-17,783438	-63,177215	113,76	0,34
350	2	1254	124	-17,782398	-63,177343	115,9	0,35
351	2	1647	125	-17,781411	-63,177452	109,85	0,33
352	2	1676	126	-17,781287	-63,176498	102,08	0,31
353	2	1677	127	-17,781106	-63,174861	174,73	0,52
354	2	1992	128	-17,780992	-63,173818	111,31	0,33
355	2	1995	129	-17,781047	-63,173752	9,28	0,03
356	2	1994	130	-17,780978	-63,172604	121,97	0,37
357	2	1807	131	-17,781819	-63,172484	93,95	0,28
358	2	18	132	-17,782832	-63,172338	113,18	0,34
359	2	1817	133	-17,783016	-63,172404	21,53	0,06
360	2	3	134	-17,783154	-63,172292	19,35	0,06
361	2	1816	135	-17,783103	-63,172051	26,17	0,08
362	2	1719	136	-17,782936	-63,171782	33,99	0,1
363	2	1718	137	-17,782882	-63,171189	63,16	0,19
364	2	1766	138	-17,782792	-63,170335	91,1	0,27
562	3	1766	104	-17,782792	-63,170335	0	0
563	3	1718	105	-17,782882	-63,171189	91,1	0,27
564	3	1719	106	-17,782936	-63,171782	63,16	0,19
565	3	1996	107	-17,782795	-63,172136	40,65	0,12
566	3	18	108	-17,782832	-63,172338	21,81	0,07
567	3	1817	109	-17,783016	-63,172404	21,53	0,06
568	3	3	110	-17,783154	-63,172292	19,35	0,06
569	3	1756	111	-17,78407	-63,172145	102,57	0,31
570	3	600	112	-17,784168	-63,173301	123,05	0,37
571	3	556	113	-17,784278	-63,174697	148,52	0,45
572	3	601	114	-17,784373	-63,175935	131,69	0,4
573	3	603	115	-17,785059	-63,175759	78,18	0,23
574	3	2191	116	-17,785803	-63,175597	84,12	0,25
575	3	1654	117	-17,786001	-63,176877	137,48	0,41
576	3	1783	118	-17,786312	-63,177796	103,34	0,31
577	3	1684	119	-17,786529	-63,17884	113,27	0,34
578	3	1349	120	-17,786742	-63,180125	138,28	0,41
579	3	1455	121	-17,786915	-63,181232	118,93	0,36
580	3	1454	122	-17,787091	-63,182301	115,01	0,35
581	3	1271	123	-17,787249	-63,183332	110,71	0,33
582	3	1785	124	-17,78739	-63,184373	111,48	0,33
583	3	1832	125	-17,787582	-63,185345	105,23	0,32
584	3	1699	126	-17,787741	-63,186242	96,72	0,29
585	3	1722	127	-17,787795	-63,18644	21,83	0,07
586	3	1749	128	-17,787892	-63,186668	26,45	0,08
587	3	1727	129	-17,78812	-63,187282	69,82	0,21
588	3	1833	130	-17,788624	-63,187739	73,89	0,22
589	3	1831	131	-17,788777	-63,18791	24,81	0,07
590	3	1797	132	-17,789727	-63,188699	134,36	0,4
591	3	1525	133	-17,790082	-63,188927	46,13	0,14
592	3	1524	134	-17,790811	-63,189451	97,96	0,29
793	4	1524	105	-17,790811	-63,189451	0	0
794	4	1525	106	-17,790082	-63,188927	97,96	0,29
795	4	1797	107	-17,789727	-63,188699	46,13	0,14
796	4	896	108	-17,789585	-63,188325	42,66	0,13
797	4	2042	109	-17,789441	-63,187715	66,61	0,2
798	4	2043	110	-17,789529	-63,187634	12,99	0,04
799	4	723	111	-17,789356	-63,187411	30,43	0,09
800	4	1755	112	-17,789103	-63,186398	111	0,33
801	4	1810	113	-17,788808	-63,18514	137,32	0,41
802	4	1352	114	-17,788572	-63,184187	104,37	0,31
803	4	1270	115	-17,788338	-63,18317	110,9	0,33
804	4	1458	116	-17,788132	-63,182164	109,08	0,33
805	4	1470	117	-17,78787	-63,181086	117,92	0,35
806	4	1348	118	-17,787589	-63,180041	115,08	0,35
807	4	1672	119	-17,78724	-63,178686	148,77	0,45
808	4	1784	120	-17,786982	-63,177644	114,12	0,34
809	4	1274	121	-17,786765	-63,176743	98,51	0,3
810	4	1654	122	-17,786001	-63,176877	85,74	0,26
811	4	1273	123	-17,785223	-63,177004	87,15	0,26
812	4	1272	124	-17,78446	-63,177101	85,07	0,26
813	4	1255	125	-17,783438	-63,177215	113,76	0,34
814	4	1254	126	-17,782398	-63,177343	115,9	0,35
815	4	1647	127	-17,781411	-63,177452	109,85	0,33
816	4	1676	128	-17,781287	-63,176498	102,08	0,31
817	4	1677	129	-17,781106	-63,174861	174,73	0,52
818	4	1992	130	-17,780992	-63,173818	111,31	0,33
819	4	1995	131	-17,781047	-63,173752	9,28	0,03
820	4	1993	132	-17,780875	-63,172619	121,64	0,36
821	4	1994	133	-17,780978	-63,172604	11,51	0,03
822	4	1807	134	-17,781819	-63,172484	93,95	0,28
823	4	18	135	-17,782832	-63,172338	113,18	0,34
824	4	1817	136	-17,783016	-63,172404	21,53	0,06
825	4	3	137	-17,783154	-63,172292	19,35	0,06
826	4	1816	138	-17,783103	-63,172051	26,17	0,08
827	4	1719	139	-17,782936	-63,171782	33,99	0,1
828	4	1718	140	-17,782882	-63,171189	63,16	0,19
829	4	1766	141	-17,782792	-63,170335	91,1	0,27
1050	5	492	120	-17,773899	-63,174731	0	0
1051	5	110	121	-17,774749	-63,176123	175,04	0,53
1052	5	1752	122	-17,774833	-63,1763	20,95	0,06
1053	5	2037	123	-17,774651	-63,177061	83,17	0,25
1054	5	2038	124	-17,77453	-63,17783	82,64	0,25
1055	5	1732	125	-17,77447	-63,178838	107,09	0,32
1056	5	1812	126	-17,774487	-63,179944	117,29	0,35
1057	5	1644	127	-17,774498	-63,180136	20,4	0,06
1058	5	1773	128	-17,774527	-63,180879	78,85	0,24
1059	5	1811	129	-17,77475	-63,182112	133,05	0,4
1060	5	1792	130	-17,774798	-63,182294	20,02	0,06
1061	5	1683	131	-17,77513	-63,183391	121,99	0,37
1062	5	1759	132	-17,775314	-63,183376	20,43	0,06
1063	5	1453	133	-17,776442	-63,183263	125,42	0,38
1064	5	2209	134	-17,778801	-63,183052	262,05	0,79
1065	5	1276	135	-17,778998	-63,184169	120,43	0,36
1066	5	643	136	-17,779217	-63,185249	117,06	0,35
1067	5	1815	137	-17,780137	-63,18517	102,17	0,31
1068	5	1662	138	-17,780958	-63,185077	91,4	0,27
1069	5	1450	139	-17,781941	-63,184988	109,2	0,33
1070	5	1451	140	-17,782951	-63,184873	112,45	0,34
1071	5	1351	141	-17,785028	-63,184669	230,89	0,69
1072	5	822	142	-17,785141	-63,184655	12,59	0,04
1073	5	1251	143	-17,786051	-63,184535	101,52	0,3
1074	5	1785	144	-17,78739	-63,184373	149,19	0,45
1075	5	1832	145	-17,787582	-63,185345	105,23	0,32
1076	5	1699	146	-17,787741	-63,186242	96,72	0,29
1077	5	1722	147	-17,787795	-63,18644	21,83	0,07
1078	5	1749	148	-17,787892	-63,186668	26,45	0,08
1079	5	1727	149	-17,78812	-63,187282	69,82	0,21
1080	5	1833	150	-17,788624	-63,187739	73,89	0,22
1081	5	1831	151	-17,788777	-63,18791	24,81	0,07
1082	5	1797	152	-17,789727	-63,188699	134,36	0,4
1083	5	1525	153	-17,790082	-63,188927	46,13	0,14
1084	5	1524	154	-17,790811	-63,189451	97,96	0,29
1270	6	2044	89	-17,789109	-63,189831	0	0
1271	6	126	90	-17,788974	-63,1895	38,14	0,11
1272	6	125	91	-17,789241	-63,189251	39,63	0,12
1273	6	1797	92	-17,789727	-63,188699	79,49	0,24
1274	6	896	93	-17,789585	-63,188325	42,66	0,13
1275	6	2042	94	-17,789441	-63,187715	66,61	0,2
1276	6	2043	95	-17,789529	-63,187634	12,99	0,04
1277	6	723	96	-17,789356	-63,187411	30,43	0,09
1278	6	1755	97	-17,789103	-63,186398	111	0,33
1279	6	1810	98	-17,788808	-63,18514	137,32	0,41
1280	6	1832	99	-17,787582	-63,185345	137,42	0,41
1281	6	1656	100	-17,78691	-63,18547	75,55	0,23
1282	6	1702	101	-17,786093	-63,185694	93,49	0,28
1283	6	1655	102	-17,785115	-63,185709	108,25	0,32
1284	6	1653	103	-17,784028	-63,185769	120,48	0,36
1285	6	1657	104	-17,783001	-63,185787	113,68	0,34
1286	6	1658	105	-17,781994	-63,185834	111,56	0,33
1287	6	1769	106	-17,781022	-63,18593	108,06	0,32
1288	6	1768	107	-17,780258	-63,18602	85,09	0,26
1289	6	1815	108	-17,780137	-63,18517	91,12	0,27
1290	6	1770	109	-17,779963	-63,184061	119,16	0,36
1291	6	1794	110	-17,779772	-63,182965	118,12	0,35
1292	6	1646	111	-17,779609	-63,181875	116,98	0,35
1293	6	527	112	-17,778593	-63,18192	112,55	0,34
1294	6	528	113	-17,777496	-63,18198	121,58	0,36
1295	6	2208	114	-17,776212	-63,182123	142,92	0,43
1296	6	2039	115	-17,776064	-63,182064	17,53	0,05
1297	6	15	116	-17,775429	-63,182082	70,31	0,21
1298	6	1808	117	-17,774944	-63,1821	53,71	0,16
1299	6	1813	118	-17,774733	-63,180949	124,26	0,37
1300	6	1822	119	-17,774694	-63,179929	108,25	0,32
1301	6	1740	120	-17,774665	-63,178818	117,85	0,35
1302	6	1799	121	-17,774701	-63,178039	82,7	0,25
1303	6	1741	122	-17,774868	-63,177036	107,95	0,32
1304	6	1733	123	-17,775219	-63,175748	142	0,43
1305	6	2204	124	-17,775563	-63,174974	90,47	0,27
1306	6	710	125	-17,775721	-63,174671	36,58	0,11
1307	6	1707	126	-17,775534	-63,174558	23,92	0,07
1308	6	2205	127	-17,775402	-63,174619	15,98	0,05
1309	6	2206	128	-17,775363	-63,174678	7,6	0,02
1310	6	755	129	-17,774282	-63,174615	119,83	0,36
1550	7	863	114	-17,772035	-63,18248	0	0
1551	7	1236	115	-17,772772	-63,18243	81,74	0,25
1552	7	2215	116	-17,773746	-63,182358	108,07	0,32
1553	7	136	117	-17,773835	-63,183078	76,98	0,23
1554	7	135	118	-17,774269	-63,183458	62,7	0,19
1555	7	523	119	-17,774714	-63,183418	49,43	0,15
1556	7	1683	120	-17,77513	-63,183391	46,13	0,14
1557	7	1909	121	-17,775584	-63,184808	158,44	0,48
1558	7	1907	122	-17,775904	-63,185855	116,53	0,35
1559	7	1908	123	-17,776044	-63,186155	35,38	0,11
1560	7	1571	124	-17,776604	-63,187046	112,99	0,34
1561	7	1603	125	-17,777079	-63,187569	76,42	0,23
1562	7	1570	126	-17,777854	-63,188146	105,36	0,32
1563	7	1665	127	-17,778338	-63,18841	60,44	0,18
1564	7	2213	128	-17,779408	-63,188779	124,72	0,37
1565	7	1750	129	-17,780408	-63,188962	112,37	0,34
1566	7	1902	130	-17,780582	-63,188976	19,32	0,06
1567	7	1663	131	-17,781231	-63,18902	71,98	0,22
1568	7	1645	132	-17,782198	-63,188998	107,05	0,32
1569	7	1540	133	-17,783217	-63,189006	112,78	0,34
1570	7	1590	134	-17,783995	-63,189009	86,11	0,26
1571	7	1899	135	-17,784292	-63,18905	33,16	0,1
1572	7	1689	136	-17,784565	-63,189026	30,32	0,09
1573	7	1522	137	-17,785514	-63,188982	105,14	0,32
1574	7	1521	138	-17,786444	-63,188774	105,27	0,32
1575	7	1519	139	-17,787883	-63,18826	168,33	0,5
1576	7	1520	140	-17,788511	-63,188009	74,43	0,22
1577	7	1831	141	-17,788777	-63,18791	31,26	0,09
1578	7	2042	142	-17,789441	-63,187715	76,34	0,23
1579	7	2043	143	-17,789529	-63,187634	12,99	0,04
1580	7	1805	144	-17,789776	-63,187556	28,56	0,09
1581	7	1803	145	-17,790604	-63,187434	92,55	0,28
1582	7	1809	146	-17,791654	-63,187289	117,22	0,35
1583	7	1806	147	-17,791769	-63,187274	12,83	0,04
1584	7	1895	148	-17,792258	-63,187208	54,57	0,16
1585	7	1804	149	-17,792977	-63,187107	80,29	0,24
1586	7	1892	150	-17,793126	-63,187101	16,5	0,05
1587	7	1891	151	-17,793205	-63,187171	11,47	0,03
1588	7	1830	152	-17,793408	-63,187153	22,55	0,07
1589	7	1829	153	-17,793487	-63,18704	14,83	0,04
1590	7	2031	154	-17,794502	-63,18687	113,78	0,34
1591	7	1742	155	-17,795628	-63,186691	126,06	0,38
1955	8	1735	185	-17,79559	-63,186499	0	0
1956	8	1736	186	-17,794474	-63,186675	124,92	0,37
1957	8	1743	187	-17,793778	-63,186786	77,93	0,23
1958	8	1828	188	-17,793375	-63,186783	44,6	0,13
1959	8	1893	189	-17,793185	-63,186796	21,07	0,06
1960	8	1894	190	-17,793071	-63,186873	15,03	0,05
1961	8	1801	191	-17,792233	-63,186996	93,66	0,28
1962	8	1896	192	-17,791643	-63,187061	65,66	0,2
1963	8	1802	193	-17,790455	-63,187233	132,74	0,4
1964	8	1897	194	-17,789761	-63,187347	77,76	0,23
1965	8	723	195	-17,789356	-63,187411	45,34	0,14
1966	8	1898	196	-17,789173	-63,18754	24,44	0,07
1967	8	1833	197	-17,788624	-63,187739	64,32	0,19
1968	8	1589	198	-17,788041	-63,187975	69,21	0,21
1969	8	1588	199	-17,786324	-63,188601	201,29	0,6
1970	8	1605	200	-17,785513	-63,188754	91,21	0,27
1971	8	1604	201	-17,784824	-63,188795	76,38	0,23
1972	8	1510	202	-17,784366	-63,188702	51,64	0,15
1973	8	1518	203	-17,783141	-63,1888	135,98	0,41
1974	8	1900	204	-17,78218	-63,188791	106,37	0,32
1975	8	1757	205	-17,781214	-63,18879	106,91	0,32
1976	8	1901	206	-17,780613	-63,188744	66,7	0,2
1977	8	1903	207	-17,779434	-63,18857	131,79	0,4
1978	8	1710	208	-17,778446	-63,18824	114,81	0,34
1979	8	2210	209	-17,777905	-63,18797	66,37	0,2
1980	8	1905	210	-17,777208	-63,187425	96,39	0,29
1981	8	1906	211	-17,77677	-63,186943	70,44	0,21
1982	8	1517	212	-17,776171	-63,185953	124,16	0,37
1983	8	1758	213	-17,77568	-63,184553	158,09	0,47
1984	8	1759	214	-17,775314	-63,183376	131,22	0,39
1985	8	1760	215	-17,774991	-63,182281	121,49	0,36
1986	8	1808	216	-17,774944	-63,1821	19,89	0,06
1987	8	1811	217	-17,77475	-63,182112	21,51	0,06
1988	8	1234	218	-17,77403	-63,182163	79,87	0,24
1989	8	1661	219	-17,773725	-63,182184	33,83	0,1
1990	8	1597	220	-17,772894	-63,182243	92,19	0,28
1991	8	1625	221	-17,771869	-63,182293	113,57	0,34
2230	9	562	132	-17,784923	-63,170173	0	0
2231	9	133	133	-17,784868	-63,17087	74,16	0,22
2232	9	1523	134	-17,784837	-63,171817	100,47	0,3
2233	9	1648	135	-17,78405	-63,171938	88,04	0,26
2234	9	1816	136	-17,783103	-63,172051	105,49	0,32
2235	9	1996	137	-17,782795	-63,172136	35,26	0,11
2236	9	1711	138	-17,782451	-63,172197	38,62	0,12
2237	9	1706	139	-17,781988	-63,172276	51,92	0,16
2238	9	1761	140	-17,780853	-63,172419	126,53	0,38
2239	9	1712	141	-17,780187	-63,172513	74,38	0,22
2240	9	1795	142	-17,779521	-63,172609	74,41	0,22
2241	9	715	143	-17,779421	-63,172831	26,01	0,08
2242	9	1275	144	-17,779694	-63,173995	127,07	0,38
2243	9	1457	145	-17,779851	-63,174992	107,14	0,32
